BNK_ID,BNK_BHM_DC_CDE,BNK_BHM_DC_NME,BNK_BHM_TLK_CDE,BNK_BHM_TLK_NME,BNK_NME_EN,BNK_BRNCH_CDE,BNK_BRNCH_NME,BNK_IFSC_CDE,BNK_VIFSC_CDE
3123,9,DHARWAD,1,DHARWAD,STATE BANK OF INDIA,3123,K.U.C DHARWAD,SBIN0001728,SBIN0001728000
3124,9,DHARWAD,4,Kalgatgi,STATE BANK OF INDIA,3124,KALGHATAGI,SBIN0011271,SBIN0011271000
3125,9,DHARWAD,5,Kundgol,STATE BANK OF INDIA,3125,KUNDAGOL,SBIN0011276,SBIN0011276000
3126,9,DHARWAD,6,Hubballi Nagara,STATE BANK OF INDIA,3126,KUSUGAL ROAD KESHWAPUR,SBIN0040641,SBIN0040641000
3127,9,DHARWAD,2,Navalgund,STATE BANK OF INDIA,3127,NAVALGUND A.D.B,SBIN0003450,SBIN0003450000
3128,9,DHARWAD,3,Hubli,STATE BANK OF INDIA,3128,NAVNAGAR HUBLI,SBIN0007966,SBIN0007966000
3129,9,DHARWAD,3,Hubli,STATE BANK OF INDIA,3129,OLD HUBLI HUBLI,SBIN0007863,SBIN0007863000
3130,9,DHARWAD,2,Navalgund,STATE BANK OF INDIA,3130,SHIRUR,SBIN0015919,SBIN0015919000
3131,9,DHARWAD,1,DHARWAD,STATE BANK OF INDIA,3131,SHIRUR PARK HUBLI,SBIN0040650,SBIN0040650000
3132,9,DHARWAD,3,Hubli,STATE BANK OF INDIA,3132,SME BR GOKUL ROAD HUBLI,SBIN0002212,SBIN0002212000
3133,9,DHARWAD,6,Hubballi Nagara,STATE BANK OF INDIA,3133,UNKAL HUBLI,SBIN0040442,SBIN0040442000
3134,9,DHARWAD,7,ALNAVARA,SYNDICATE BANK,3134,ALNAVAR,SYNB0001266,SYNB0001266000
3135,9,DHARWAD,3,Hubli,SYNDICATE BANK,3135,BENGERI HUBLI,SYNB0001239,SYNB0001239000
3136,9,DHARWAD,5,Kundgol,SYNDICATE BANK,3136,BHARADWAD,SYNB0001250,SYNB0001250000
3137,9,DHARWAD,3,Hubli,SYNDICATE BANK,3137,BYAHATTI,SYNB0001212,SYNB0001212000
3138,9,DHARWAD,6,Hubballi Nagara,SYNDICATE BANK,3138,DURGADBAIL MAIN HUBLI,SYNB0001200,SYNB0001200000
3139,9,DHARWAD,1,DHARWAD,SYNDICATE BANK,3139,HAROBELAVADI,SYNB0001259,SYNB0001259000
3140,9,DHARWAD,1,DHARWAD,SYNDICATE BANK,3140,KARNATAKA UNIVERSITY CAMPUS DHARWAD,SYNB0001206,SYNB0001206000
3141,9,DHARWAD,6,Hubballi Nagara,SYNDICATE BANK,3141,KLES COLL CAMPUS HUBLI,SYNB0001240,SYNB0001240000
3142,9,DHARWAD,5,Kundgol,SYNDICATE BANK,3142,KUNDGOL,SYNB0001211,SYNB0001211000
3143,9,DHARWAD,1,DHARWAD,SYNDICATE BANK,3143,LAKMAPUR,SYNB0001258,SYNB0001258000
3144,9,DHARWAD,1,DHARWAD,SYNDICATE BANK,3144,NARENDRA,SYNB0001234,SYNB0001234000
3145,9,DHARWAD,2,Navalgund,SYNDICATE BANK,3145,NAVALGUND,SYNB0001210,SYNB0001210000
3146,9,DHARWAD,2,Navalgund,SYNDICATE BANK,3146,PADESUR,SYNB0001251,SYNB0001251000
3147,9,DHARWAD,1,DHARWAD,SYNDICATE BANK,3147,SATTUR DHARWAD,SYNB0001230,SYNB0001230000
3148,9,DHARWAD,3,Hubli,SYNDICATE BANK,3148,SULLA,SYNB0001249,SYNB0001249000
3149,9,DHARWAD,3,Hubli,SYNDICATE BANK,3149,SUPER MARKET HUBLI,SYNB0001202,SYNB0001202000
3150,9,DHARWAD,1,DHARWAD,SYNDICATE BANK,3150,THIMMAPUR,SYNB0001257,SYNB0001257000
3151,9,DHARWAD,6,Hubballi Nagara,SYNDICATE BANK,3151,VISHWESHWARNAGAR HUBLI,SYNB0001204,SYNB0001204000
3152,9,DHARWAD,1,DHARWAD,UCO BANK,3152,AMINBHAVI,UCBA0000536,UCBA0000536000
3153,9,DHARWAD,1,DHARWAD,UCO BANK,3153,DHARWAD BRANCH,UCBA0001447,UCBA0001447000
3154,9,DHARWAD,8,ANNIGERI,UNION BANK OF INDIA,3154,ANNEGIRI,UBIN0536504,UBIN0536504000
3155,9,DHARWAD,1,DHARWAD,UNION BANK OF INDIA,3155,DHARWAD,UBIN0536580,UBIN0536580000
3156,9,DHARWAD,5,Kundgol,UNION BANK OF INDIA,3156,GUDGERI,UBIN0538868,UBIN0538868000
3157,9,DHARWAD,3,Hubli,UNION BANK OF INDIA,3157,HUBLI,UBIN0533173,UBIN0533173000
3158,9,DHARWAD,3,Hubli,UNION BANK OF INDIA,3158,KESHWAPUR HUBLI,UBIN0556637,UBIN0556637000
3159,9,DHARWAD,3,Hubli,UNION BANK OF INDIA,3159,NAVANAGAR HUBLI,UBIN0557714,UBIN0557714000
3160,9,DHARWAD,8,ANNIGERI,VIJAYA BANK,3160,ANNIGERI KARNATAKA,VIJB0001006,VIJB0001006000
3161,9,DHARWAD,3,Hubli,VIJAYA BANK,3161,ARLIKATTI,VIJB0001230,VIJB0001230000
3162,9,DHARWAD,3,Hubli,VIJAYA BANK,3162,BANKAPUR CHOWK HUBLI,VIJB0001335,VIJB0001335000
3163,9,DHARWAD,3,Hubli,VIJAYA BANK,3163,BHANDIWAD HUBLI,VIJB0001232,VIJB0001232000
3164,9,DHARWAD,3,Hubli,VIJAYA BANK,3164,BROADWAY HUBLI,VIJB0001039,VIJB0001039000
3165,9,DHARWAD,3,Hubli,VIJAYA BANK,3165,CHABB KARNATAKA,VIJB0001499,VIJB0001499000
3166,9,DHARWAD,4,Kalgatgi,VIJAYA BANK,3166,DHUMWAD HUBLI,VIJB0001294,VIJB0001294000
3167,9,DHARWAD,4,Kalgatgi,VIJAYA BANK,3167,GAMBYAPUR KARNATAKA,VIJB0001511,VIJB0001511000
3168,9,DHARWAD,4,Kalgatgi,VIJAYA BANK,3168,GANJIGATTI KARNATAKA,VIJB0001361,VIJB0001361000
3169,9,DHARWAD,3,Hubli,VIJAYA BANK,3169,HEBSUR HUBLI,VIJB0001081,VIJB0001081000
3170,9,DHARWAD,4,Kalgatgi,VIJAYA BANK,3170,KALGHATGI DHARWAR,VIJB0001298,VIJB0001298000
3171,9,DHARWAD,3,Hubli,VIJAYA BANK,3171,KOLIWAD,VIJB0001122,VIJB0001122000
3172,9,DHARWAD,1,DHARWAD,VIJAYA BANK,3172,KOTUR KARNATAKA,VIJB0001350,VIJB0001350000
3173,9,DHARWAD,1,DHARWAD,VIJAYA BANK,3173,MAIN BRANCH DHARWAD,VIJB0001058,VIJB0001058000
3174,9,DHARWAD,1,DHARWAD,VIJAYA BANK,3174,MANAGUNDI KARNATAKA,VIJB0001372,VIJB0001372000
3175,9,DHARWAD,2,Navalgund,VIJAYA BANK,3175,MORAB HUBLI,VIJB0001150,VIJB0001150000
3176,9,DHARWAD,3,Hubli,VIJAYA BANK,3176,NAVA NAGAR HUBLI,VIJB0001421,VIJB0001421000
3177,9,DHARWAD,2,Navalgund,VIJAYA BANK,3177,NAVALGUND,VIJB0001160,VIJB0001160000
3178,9,DHARWAD,3,Hubli,VIJAYA BANK,3178,S M E HUBLI,VIJB0001391,VIJB0001391000
3179,9,DHARWAD,5,Kundgol,VIJAYA BANK,3179,SAUNSHI KARNATAKA,VIJB0001192,VIJB0001192000
3180,9,DHARWAD,3,Hubli,VIJAYA BANK,3180,TARIHAL KARNATAKA,VIJB0001347,VIJB0001347000
3181,8,GADAG,3,Gadag,ANDHRA BANK,3181,GADAG,ANDB0003021,ANDB0003021000
3182,8,Gadag,3,Gadag,AXIS BANK LTD,3182,Gadag,UTIB000041,UTIB000041001
3183,8,Gadag,3,Gadag,AXIS BANK LTD,3183,Gadag,UTIB0000413,UTIB0000413000
3184,8,Gadag,3,Gadag,BANK OF BARODA,3184,GADAG KARNATAKA,BARB0GADAGX,BARB0GADAGX000
3185,8,Gadag,3,Gadag,BANK OF BARODA,3185,HULKOTI KA,BARB0HULKOT,BARB0HULKOT000
3186,8,GADAG,5,Mundargi,BANK OF INDIA,3186,DAMBAL,BKID0008978,BKID0008978000
3187,8,GADAG,3,Gadag,BANK OF INDIA,3187,GADAG,BKID0008486,BKID0008486000
3188,8,GADAG,3,Gadag,Bank of Maharashtra,3188,GADAG,MAHB0000368,MAHB0000368000
3189,8,GADAG,3,Gadag,CANARABANK,3189,BANNIKOPPA,CNRB0001814,CNRB0001814000
3190,8,GADAG,4,Shirahatti,CANARABANK,3190,BELLATTI,CNRB0000695,CNRB0000695000
3191,8,GADAG,3,Gadag,CANARABANK,3191,GADAG,CNRB0000511,CNRB0000511000
3192,8,GADAG,3,Gadag,CANARABANK,3192,GADAG BETAGERI,CNRB0006466,CNRB0006466000
3193,8,GADAG,3,Gadag,CANARABANK,3193,GAJENDRAGAD,CNRB0000512,CNRB0000512000
3194,8,GADAG,1,Naragund,CANARABANK,3194,HULLUR,CNRB0001863,CNRB0001863000
3195,8,GADAG,7,LAXMESHWAR,CANARABANK,3195,LAKSHMESHWAR,CNRB0004740,CNRB0004740000
3196,8,GADAG,1,Naragund,CANARABANK,3196,NARGUND,CNRB0004636,CNRB0004636000
3197,8,GADAG,6,Gajendragad,CANARABANK,3197,RAJUR,CNRB0003637,CNRB0003637000
3198,8,GADAG,2,ron,CANARABANK,3198,RON,CNRB0000870,CNRB0000870000
3199,8,GADAG,4,Shirahatti,CANARABANK,3199,SHIGLI,CNRB0000570,CNRB0000570000
3200,8,GADAG,4,Shirahatti,CANARABANK,3200,SHIRAHATTI,CNRB0000458,CNRB0000458000
3203,8,GADAG,3,Gadag,CORPORATION BANK,3203,GADAG,CORP0000062,CORP0000062000
3204,8,GADAG,5,Mundargi,CORPORATION BANK,3204,HIREWADDATTI,CORP0000310,CORP0000310000
3205,8,GADAG,3,Gadag,CORPORATION BANK,3205,HULKOTI,CORP0003105,CORP0003105000
3206,8,GADAG,1,Naragund,CORPORATION BANK,3206,NARGUND,CORP0003123,CORP0003123000
3207,8,GADAG,3,Gadag,DENA BANK,3207,GADAG,BKDN0611711,BKDN0611711001
3208,8,Gadag,3,Gadag,HDFC Bank,3208,GADAG,HDFC0001762,HDFC0001762000
3209,8,GADAG,3,Gadag,ICICI Bank Ltd.,3209,Beladhadi,ICIC0002896,ICIC0002896000
3210,8,GADAG,3,Gadag,ICICI Bank Ltd.,3210,Gadag,ICIC0006520,ICIC0006520000
3211,8,GADAG,3,Gadag,ICICI Bank Ltd.,3211,Kalasapur,ICIC0002897,ICIC0002897000
3212,8,GADAG,4,Shirahatti,ICICI Bank Ltd.,3212,Shirhatti,ICIC0006499,ICIC0006499000
3213,8,Gadag,3,Gadag,IDBI BANK,3213,GADAG,IBKL0001243,IBKL0001243000
3214,8,GADAG,3,Gadag,INDIAN BANK,3214,GADAG,IDIB000G097,IDIB000G097000
3215,8,GADAG,3,Gadag,Indian Overseas Bank,3215,Gadag Betigeri,IOBA0002854,IOBA0002854000
3216,8,GADAG,6,Gajendragad,Indian Overseas Bank,3216,Gajendragarh,IOBA0002650,IOBA0002650000
3217,8,GADAG,5,Mundargi,Indian Overseas Bank,3217,Kadampur,IOBA0003329,IOBA0003329000
3218,8,GADAG,3,Gadag,Indian Overseas Bank,3218,MALASAMUNDRA,IOBA0003777,IOBA0003777000
3219,8,GADAG,1,Naragund,Indian Overseas Bank,3219,Nargund,IOBA0003330,IOBA0003330000
3224,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3224,Abbigeri,KVGB0006301,KVGB0006301000
3225,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3225,ANTUR BENTUR,KVGB0006015,KVGB0006015000
3226,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3226,ASUTI,KVGB0006313,KVGB0006313000
3227,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3227,BAGEWADI,KVGB0006101,KVGB0006101000
3228,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3228,BALAGANUR,KVGB0006001,KVGB0006001000
3229,8,GADAG,7,LAXMESHWAR,KARNATAKA VIKAS GRAMEENA BANK,3229,BALEHOSUR,KVGB0006408,KVGB0006408000
3230,8,GADAG,4,Shirahatti,KARNATAKA VIKAS GRAMEENA BANK,3230,BELLATTI,KVGB0006406,KVGB0006406000
3231,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3231,BETAGERI,KVGB0006002,KVGB0006002000
3232,8,GADAG,1,Naragund,KARNATAKA VIKAS GRAMEENA BANK,3232,CHI,KVGB0006201,KVGB0006201000
3233,8,GADAG,1,Naragund,KARNATAKA VIKAS GRAMEENA BANK,3233,CHI NARGUND,KVGB0006201,KVGB0006201001
3234,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3234,DAMBAL,KVGB0006102,KVGB0006102000
3235,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3235,DONI,KVGB0006109,KVGB0006109000
3236,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3236,GADAG MAIN,KVGB0006003,KVGB0006003000
3237,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3237,GAJENDRAGAD,KVGB0006302,KVGB0006302000
3238,8,GADAG,1,Naragund,KARNATAKA VIKAS GRAMEENA BANK,3238,HADLI,KVGB0006202,KVGB0006202000
3239,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3239,HALAKERI,KVGB0006317,KVGB0006317000
3240,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3240,HALLIGUDI,KVGB0006103,KVGB0006103000
3241,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3241,HAMMIGI,KVGB0006104,KVGB0006104000
3242,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3242,HARTI,KVGB0006004,KVGB0006004000
3243,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3243,HATALGERI,KVGB0006011,KVGB0006011000
3244,8,GADAG,4,Shirahatti,KARNATAKA VIKAS GRAMEENA BANK,3244,HEBBAL,KVGB0006407,KVGB0006407000
3245,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3245,HIREHAL,KVGB0006303,KVGB0006303000
3246,8,GADAG,4,Shirahatti,KARNATAKA VIKAS GRAMEENA BANK,3246,HOLE,KVGB0006401,KVGB0006401000
3247,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3247,HOLE ALUR,KVGB0006311,KVGB0006311000
3248,8,GADAG,4,Shirahatti,KARNATAKA VIKAS GRAMEENA BANK,3248,HOLE ITAGI,KVGB0006401,KVGB0006401001
3249,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3249,HOMBAL,KVGB0006005,KVGB0006005000
3250,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3250,HUILGOL,KVGB0006017,KVGB0006017000
3251,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3251,HULKOTI,KVGB0006014,KVGB0006014000
3252,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3252,ITAGI,KVGB0006314,KVGB0006314000
3253,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3253,JAKKALI,KVGB0006316,KVGB0006316000
3254,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3254,JANTLI SHIRUR,KVGB0006110,KVGB0006110000
3255,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3255,Kalkeri,KVGB0006105,KVGB0006105000
3256,8,GADAG,1,Naragund,KARNATAKA VIKAS GRAMEENA BANK,3256,KONNUR,KVGB0006204,KVGB0006204000
3257,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3257,KORLAHALLI,KVGB0006106,KVGB0006106000
3258,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3258,KOTAMUCHAGI,KVGB0006012,KVGB0006012000
3259,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3259,KURTHAKOTI,KVGB0006006,KVGB0006006000
3260,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3260,LAKKUNDI,KVGB0006013,KVGB0006013000
3261,8,GADAG,7,LAXMESHWAR,KARNATAKA VIKAS GRAMEENA BANK,3261,LAXMESHWAR,KVGB0006402,KVGB0006402000
3262,8,GADAG,4,Shirahatti,KARNATAKA VIKAS GRAMEENA BANK,3262,MAGADI,KVGB0006410,KVGB0006410000
3263,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3263,MENASAGI,KVGB0006304,KVGB0006304000
3264,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3264,MEVUNDI,KVGB0006107,KVGB0006107000
3265,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3265,MULAGUND NAKA,KVGB0006007,KVGB0006007000
3266,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3266,MULGUND,KVGB0006010,KVGB0006010000
3267,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3267,MUNDARGI,KVGB0006108,KVGB0006108000
3268,8,GADAG,5,Mundargi,KARNATAKA VIKAS GRAMEENA BANK,3268,MUNDAWAD,KVGB0006111,KVGB0006111000
3269,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3269,Mushigeri,KVGB0006305,KVGB0006305000
3270,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3270,NAGAVI,KVGB0006008,KVGB0006008000
3271,8,GADAG,1,Naragund,KARNATAKA VIKAS GRAMEENA BANK,3271,NARAGUND,KVGB0006203,KVGB0006203000
3272,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3272,Naregal,KVGB0006306,KVGB0006306000
3273,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3273,NIDAGUNDI,KVGB0006307,KVGB0006307000
3274,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3274,RON,KVGB0006308,KVGB0006308000
3275,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3275,SAVADI,KVGB0006309,KVGB0006309000
3276,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3276,SHANTAGIRI,KVGB0006315,KVGB0006315000
3277,8,GADAG,7,LAXMESHWAR,KARNATAKA VIKAS GRAMEENA BANK,3277,SHIGLI,KVGB0006409,KVGB0006409000
3278,8,GADAG,4,Shirahatti,KARNATAKA VIKAS GRAMEENA BANK,3278,Shirahatti,KVGB0006403,KVGB0006403000
3279,8,GADAG,1,Naragund,KARNATAKA VIKAS GRAMEENA BANK,3279,SHIROL,KVGB0006205,KVGB0006205000
3280,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3280,SORTUR,KVGB0006009,KVGB0006009000
3281,8,GADAG,6,Gajendragad,KARNATAKA VIKAS GRAMEENA BANK,3281,SUDI,KVGB0006310,KVGB0006310000
3282,8,GADAG,7,LAXMESHWAR,KARNATAKA VIKAS GRAMEENA BANK,3282,Suranagi,KVGB0006404,KVGB0006404000
3283,8,GADAG,7,LAXMESHWAR,KARNATAKA VIKAS GRAMEENA BANK,3283,YALAVATTI,KVGB0006405,KVGB0006405000
3284,8,GADAG,2,ron,KARNATAKA VIKAS GRAMEENA BANK,3284,YAVAGAL,KVGB0006312,KVGB0006312000
3285,8,GADAG,3,Gadag,KARNATAKA VIKAS GRAMEENA BANK,3285,YELISIRUR,KVGB0006016,KVGB0006016000
3286,8,Gadag,5,Mundargi,Kotak Mahindra Bank,3286,Mundergi,KKBK0008278,KKBK0008278000
3287,8,GADAG,3,Gadag,PUNJAB NATIONAL BANK,3287,GADAG KARNATAKA,punb0017700,punb0017700000
3288,8,GADAG,7,LAXMESHWAR,STATE BANK OF INDIA,3288,BAZAR ROAD LAKSHMESHWAR,SBIN0041000,SBIN0041000000
3289,8,GADAG,5,Mundargi,STATE BANK OF INDIA,3289,BUS STAND ROAD MUNDARAGI,SBIN0040825,SBIN0040825000
3290,8,GADAG,6,Gajendragad,STATE BANK OF INDIA,3290,DURGA CIRCLE GAJENDRAGARH,SBIN0020789,SBIN0020789000
3291,8,GADAG,3,Gadag,STATE BANK OF INDIA,3291,GADAG,SBIN0000838,SBIN0000838000
3292,8,GADAG,6,Gajendragad,STATE BANK OF INDIA,3292,GAJENDRAGAD,SBIN0011275,SBIN0011275000
3293,8,GADAG,3,Gadag,STATE BANK OF INDIA,3293,GOVT ESTATE BRANCH GADAG,SBIN0011270,SBIN0011270000
3294,8,GADAG,2,ron,STATE BANK OF INDIA,3294,GUJAMAGADI,SBIN0040499,SBIN0040499000
3295,8,GADAG,2,ron,STATE BANK OF INDIA,3295,HOLE ALUR,SBIN0040128,SBIN0040128000
3296,8,GADAG,7,LAXMESHWAR,STATE BANK OF INDIA,3296,LAKSHMESHWAR,SBIN0002229,SBIN0002229000
3297,8,GADAG,5,Mundargi,STATE BANK OF INDIA,3297,MUNDARGI,SBIN0011278,SBIN0011278000
3298,8,GADAG,1,Naragund,STATE BANK OF INDIA,3298,NARGUND,SBIN0002240,SBIN0002240000
3299,8,GADAG,1,Naragund,STATE BANK OF INDIA,3299,NARGUND A.D.B,SBIN0003394,SBIN0003394000
3300,8,GADAG,2,ron,STATE BANK OF INDIA,3300,RON,SBIN0002264,SBIN0002264000
3301,8,GADAG,4,Shirahatti,STATE BANK OF INDIA,3301,SHIRAHATTI A.D.B,SBIN0003103,SBIN0003103000
3302,8,GADAG,3,Gadag,STATE BANK OF INDIA,3302,STATION ROAD GADAG,SBIN0040220,SBIN0040220000
3303,8,GADAG,1,Naragund,STATE BANK OF INDIA,3303,TMC ROAD NARAGUND,SBIN0040832,SBIN0040832000
3304,8,GADAG,3,Gadag,SYNDICATE BANK,3304,ADAVISOMAPUR,SYNB0001253,SYNB0001253000
3305,8,GADAG,7,LAXMESHWAR,SYNDICATE BANK,3305,BATTUR,SYNB0001297,SYNB0001297000
3306,8,GADAG,2,ron,SYNDICATE BANK,3306,BELAVANKI,SYNB0001218,SYNB0001218000
3307,8,GADAG,3,Gadag,SYNDICATE BANK,3307,BINKADAKATTI,SYNB0001252,SYNB0001252000
3308,8,GADAG,3,Gadag,SYNDICATE BANK,3308,GADAG,SYNB0001207,SYNB0001207000
3309,8,GADAG,3,Gadag,SYNDICATE BANK,3309,GADAG BETAGERI,SYNB0001261,SYNB0001261000
3310,8,GADAG,6,Gajendragad,SYNDICATE BANK,3310,GAJENDRAGAD,SYNB0001294,SYNB0001294000
3311,8,GADAG,3,Gadag,SYNDICATE BANK,3311,HERLAPUR,SYNB0001254,SYNB0001254000
3312,8,GADAG,3,Gadag,SYNDICATE BANK,3312,HULKOTI,SYNB0001219,SYNB0001219000
3313,8,GADAG,3,Gadag,SYNDICATE BANK,3313,LAKKUNDI,SYNB0001216,SYNB0001216000
3314,8,GADAG,7,LAXMESHWAR,SYNDICATE BANK,3314,LAXMESHWAR,SYNB0001215,SYNB0001215000
3315,8,GADAG,3,Gadag,SYNDICATE BANK,3315,MALASAMUDRA HUBLI,SYNB0001263,SYNB0001263000
3316,8,GADAG,5,Mundargi,SYNDICATE BANK,3316,MUNDARGI,SYNB0001209,SYNB0001209000
3317,8,GADAG,1,Naragund,SYNDICATE BANK,3317,NARGUND,SYNB0001213,SYNB0001213000
3318,8,GADAG,2,ron,SYNDICATE BANK,3318,RON,SYNB0001299,SYNB0001299000
3319,8,GADAG,3,Gadag,UNION BANK OF INDIA,3319,GADAG,UBIN0567591,UBIN0567591000
3320,8,GADAG,7,LAXMESHWAR,UNION BANK OF INDIA,3320,LAXMESHWAR,UBIN0547018,UBIN0547018000
3321,8,GADAG,1,Naragund,UNION BANK OF INDIA,3321,NARGUND,UBIN0537659,UBIN0537659000
3322,8,GADAG,3,Gadag,VIJAYA BANK,3322,GADAGKARNATAKA,VIJB0001063,VIJB0001063000
3323,8,GADAG,3,Gadag,VIJAYA BANK,3323,J T MATT COLLEGE GADAG,VIJB0001806,VIJB0001806000
3324,8,GADAG,1,Naragund,VIJAYA BANK,3324,KONNUR,VIJB0001125,VIJB0001125000
3325,8,GADAG,7,LAXMESHWAR,VIJAYA BANK,3325,LAXMESHWAR,VIJB0001564,VIJB0001564000
3326,8,GADAG,4,Shirahatti,VIJAYA BANK,3326,MACHENAHALLI KARNATAKA,VIJB0001580,VIJB0001580000
3327,8,GADAG,1,Naragund,VIJAYA BANK,3327,SHIROL,VIJB0001196,VIJB0001196000
3328,4,GULBARGA,3,Gulbarga,ANDHRA BANK,3328,GULBARGA,ANDB0000164,ANDB0000164000
3329,4,GULBARGA,3,Gulbarga,ANDHRA BANK,3329,NANDOOR,ANDB0003121,ANDB0003121000
3330,30,YADGIR,2,Shahapur,ANDHRA BANK,3330,SHAHAPUR,ANDB0003106,ANDB0003106000
3331,4,Gulbarga,3,Gulbarga,AXIS BANK LTD,3331,Gulbarga,UTIB000034,UTIB000034000
3332,4,Gulbarga,3,Gulbarga,AXIS BANK LTD,3332,Gulbarga,UTIB0000342,UTIB0000342000
3333,4,GULBARGA,3,Gulbarga,AXIS BANK LTD,3333,Gunj Road Gulbarga,UTIB000287,UTIB000287000
3334,4,GULBARGA,3,Gulbarga,AXIS BANK LTD,3334,Gunj Road Gulbarga,UTIB0002870,UTIB0002870000
3335,4,Gulbarga,3,Gulbarga,AXIS BANK LTD,3335,Jewargi Cross Gulbarga,UTIB000215,UTIB000215001
3336,4,Gulbarga,3,Gulbarga,AXIS BANK LTD,3336,Jewargi Cross Gulbarga,UTIB0002156,UTIB0002156000
3337,4,Gulbarga,5,Sedam,AXIS BANK LTD,3337,Sedam,UTIB000133,UTIB000133000
3338,4,Gulbarga,5,Sedam,AXIS BANK LTD,3338,Sedam,UTIB0001332,UTIB0001332000
3339,4,Gulbarga,3,Gulbarga,BANK OF BARODA,3339,GULBARGA KA,BARB0GULKAR,BARB0GULKAR000
3340,4,Gulbarga,3,Gulbarga,BANK OF BARODA,3340,GULBARGA KARNATAKA,BARB0GULBAR,BARB0GULBAR000
3341,4,GULBARGA,3,Gulbarga,BANK OF INDIA,3341,GULBARGA,BKID0008485,BKID0008485000
3342,30,YADGIR,1,Yadgir,BANK OF INDIA,3342,YADAGIRI,BKID0008966,BKID0008966000
3343,4,GULBARGA,2,Afzalpur,Bank of Maharashtra,3343,CHAUDAPUR,MAHB0000512,MAHB0000512000
3344,4,GULBARGA,4,Chincholi,Bank of Maharashtra,3344,GULBURGA,MAHB0000425,MAHB0000425000
3345,4,GULBARGA,2,Afzalpur,Bank of Maharashtra,3345,KARAJGI,MAHB0000566,MAHB0000566000
3346,4,GULBARGA,2,Afzalpur,CANARABANK,3346,AFZALPUR,CNRB0004714,CNRB0004714000
3347,4,GULBARGA,1,Aland,CANARABANK,3347,ALAND,CNRB0006225,CNRB0006225000
3348,4,GULBARGA,6,Chittapur,CANARABANK,3348,BHEEMANAHALLI,CNRB0005348,CNRB0005348000
3349,4,GULBARGA,6,Chittapur,CANARABANK,3349,CHITTAPUR,CNRB0001071,CNRB0001071000
3350,4,GULBARGA,3,Gulbarga,CANARABANK,3350,GULBARGA ADARSH NAGAR,CNRB0003245,CNRB0003245000
3351,4,GULBARGA,3,Gulbarga,CANARABANK,3351,GULBARGA FORT ROAD MAIN,CNRB0000513,CNRB0000513000
