BNK_ID,BNK_BHM_DC_CDE,BNK_BHM_DC_NME,BNK_BHM_TLK_CDE,BNK_BHM_TLK_NME,BNK_NME_EN,BNK_BRNCH_CDE,BNK_BRNCH_NME,BNK_IFSC_CDE,BNK_VIFSC_CDE
1,9,DHARWAD,6,Hubballi Nagara,BANK OF BARODA,1,REGIONAL SARB HUBBALLI,BARB0SARHUB,BARB0SARHUB000
2,2,Bagalkote,5,Bagalkote,AXIS BANK LTD,2,Bagalkot,UTIB000052,UTIB000052000
3,2,Bagalkote,5,Bagalkote,AXIS BANK LTD,3,Bagalkot,UTIB0000527,UTIB0000527000
4,2,Bagalkote,8,Ilkal,AXIS BANK LTD,4,Ilkal,UTIB000256,UTIB000256000
5,2,Bagalkote,8,Ilkal,AXIS BANK LTD,5,Ilkal,UTIB0002560,UTIB0002560000
6,2,Bagalkote,1,Jamakhandi,AXIS BANK LTD,6,Jamkhandi,UTIB000041,UTIB000041000
7,2,Bagalkote,1,Jamakhandi,AXIS BANK LTD,7,Jamkhandi,UTIB0000414,UTIB0000414000
8,2,Bagalkote,3,Mudhol,AXIS BANK LTD,8,Mudhol,UTIB000202,UTIB000202000
9,2,Bagalkote,3,Mudhol,AXIS BANK LTD,9,Mudhol,UTIB0002023,UTIB0002023000
10,2,Bagalkote,3,Mudhol,AXIS BANK LTD,10,Saidapur,UTIB000050,UTIB000050000
11,2,BAGALKOTE,3,Mudhol,AXIS BANK LTD,11,Saidapur,UTIB0000505,UTIB0000505000
12,2,BAGALKOTE,5,Bagalkote,BANK OF BARODA,12,BAGALKOT KARNATAKA,BARB0BAGALK,BARB0BAGALK000
13,2,BAGALKOTE,1,Jamakhandi,BANK OF BARODA,13,JAMKHANDIKA,BARB0JAMKHA,BARB0JAMKHA000
14,2,BAGALKOTE,3,Mudhol,BANK OF BARODA,14,MUDHOL KARNATAKA,BARB0MUDHOL,BARB0MUDHOL000
15,2,BAGALKOTE,5,Bagalkote,BANK OF INDIA,15,BAGALKOT,BKID0008465,BKID0008465000
16,2,BAGALKOTE,2,Bilagi,BANK OF INDIA,16,BILAGI,BKID0008971,BKID0008971000
17,2,BAGALKOTE,1,Jamakhandi,BANK OF INDIA,17,JAMAKHANDI,BKID0008972,BKID0008972000
18,2,BAGALKOTE,5,Bagalkote,BANK OF INDIA,18,KHAJJIDONI,BKID0008969,BKID0008969000
19,2,BAGALKOTE,3,Mudhol,BANK OF INDIA,19,MUDHOL,BKID0008466,BKID0008466000
20,2,BAGALKOTE,3,Mudhol,BANK OF INDIA,20,RANJANAGI,BKID0008979,BKID0008979000
21,2,BAGALKOTE,1,Jamakhandi,Bank of Maharashtra,21,JAMKHANDI DIST BAGALKOT,MAHB0001513,MAHB0001513000
22,2,BAGALKOTE,3,Mudhol,Bank of Maharashtra,22,MUDHOL,MAHB0001667,MAHB0001667000
23,2,BAGALKOTE,1,Jamakhandi,Bank of Maharashtra,23,TODALBAGI,MAHB0000758,MAHB0000758000
24,2,BAGALKOTE,5,Bagalkote,CANARABANK,24,BAGALKOT,CNRB0000502,CNRB0000502000
25,2,BAGALKOTE,5,Bagalkote,CANARABANK,25,BAGALKOT BASAVESWARA ENGG COLLEGE,CNRB0008684,CNRB0008684000
26,2,BAGALKOTE,5,Bagalkote,CANARABANK,26,BAGALKOT NAVANAGAR,CNRB0004211,CNRB0004211000
27,2,BAGALKOTE,2,Bilagi,CANARABANK,27,BILAGI,CNRB0004715,CNRB0004715000
28,2,BAGALKOTE,1,Jamakhandi,CANARABANK,28,HUNNUR,CNRB0003163,CNRB0003163000
29,2,BAGALKOTE,2,Bilagi,CANARABANK,29,KAMATGI,CNRB0000536,CNRB0000536000
30,2,BAGALKOTE,3,Mudhol,CANARABANK,30,LOKAPUR,CNRB0000784,CNRB0000784000
31,2,BAGALKOTE,3,Mudhol,CANARABANK,31,MAHALINGAPUR,CNRB0002796,CNRB0002796000
32,2,BAGALKOTE,3,Mudhol,CANARABANK,32,MUDHOL,CNRB0005045,CNRB0005045000
33,2,BAGALKOTE,6,Hungund,CANARABANK,33,MUGANUR,CNRB0005346,CNRB0005346000
38,2,BAGALKOTE,5,Bagalkote,CORPORATION BANK,38,BAGALKOT,CORP0000317,CORP0000317000
39,2,BAGALKOTE,5,Bagalkote,CORPORATION BANK,39,BAGALKOT E.C,CORP0002149,CORP0002149000
40,2,BAGALKOTE,5,Bagalkote,CORPORATION BANK,40,BEVOOR,CORP0000295,CORP0000295000
41,2,BAGALKOTE,2,Bilagi,CORPORATION BANK,41,BILGI,CORP0000393,CORP0000393000
42,2,BAGALKOTE,2,Bilagi,CORPORATION BANK,42,GIRISAGAR,CORP0000296,CORP0000296000
43,2,BAGALKOTE,1,Jamakhandi,CORPORATION BANK,43,HULYAL,CORP0000424,CORP0000424000
44,2,BAGALKOTE,8,Ilkal,CORPORATION BANK,44,ILKAL,CORP0003230,CORP0003230000
45,2,BAGALKOTE,1,Jamakhandi,CORPORATION BANK,45,JAMKHANDI,CORP0000394,CORP0000394000
46,2,BAGALKOTE,5,Bagalkote,CORPORATION BANK,46,LIC OF INDIA NAGANAGAR BAGALKOT,CORP0002097,CORP0002097000
47,2,BAGALKOTE,3,Mudhol,CORPORATION BANK,47,LOKAPUR,CORP0001726,CORP0001726000
48,2,BAGALKOTE,3,Mudhol,CORPORATION BANK,48,MUDHOL,CORP0001019,CORP0001019000
49,2,BAGALKOTE,1,Jamakhandi,CORPORATION BANK,49,MUTTUR,CORP0000415,CORP0000415000
50,2,BAGALKOTE,2,Bilagi,DENA BANK,50,BAGALKOTE,BKDN0611800,BKDN0611800000
51,2,BAGALKOTE,5,Bagalkote,HDFC Bank,51,BAGALKOTE,HDFC0000767,HDFC0000767000
52,2,BAGALKOTE,2,Bilagi,HDFC Bank,52,BILAGI BAGALKOT DISTRICT,HDFC0004698,HDFC0004698000
53,2,BAGALKOTE,1,Jamakhandi,HDFC Bank,53,JAMKHANDI,HDFC0002551,HDFC0002551000
54,2,BAGALKOTE,3,Mudhol,HDFC Bank,54,MUDHOL,HDFC0002226,HDFC0002226000
55,2,BAGALKOTE,6,Hungund,ICICI Bank Ltd.,55,Amingad,ICIC0006509,ICIC0006509000
56,2,BAGALKOTE,5,Bagalkote,ICICI Bank Ltd.,56,Bagalkote,ICIC0000532,ICIC0000532000
57,2,BAGALKOTE,1,Jamakhandi,ICICI Bank Ltd.,57,Chikali Cross,ICIC0003014,ICIC0003014000
58,2,BAGALKOTE,7,GULEDAGUDDA,ICICI Bank Ltd.,58,Guledgudd,ICIC0006519,ICIC0006519000
59,2,BAGALKOTE,8,Ilkal,ICICI Bank Ltd.,59,Ilkal,ICIC0006507,ICIC0006507000
60,2,BAGALKOTE,1,Jamakhandi,ICICI Bank Ltd.,60,Jamakhandi,ICIC0006515,ICIC0006515000
61,2,BAGALKOTE,3,Mudhol,ICICI Bank Ltd.,61,Mahalingpur,ICIC0003645,ICIC0003645000
62,2,BAGALKOTE,3,Mudhol,ICICI Bank Ltd.,62,Mudhol,ICIC0001413,ICIC0001413000
63,2,BAGALKOTE,1,Jamakhandi,ICICI Bank Ltd.,63,Naganur,ICIC0002889,ICIC0002889000
64,2,BAGALKOTE,9,RABAKAVI BANAHATTI,ICICI Bank Ltd.,64,Rabkavi,ICIC0006498,ICIC0006498000
65,2,BAGALKOTE,9,RABAKAVI BANAHATTI,ICICI Bank Ltd.,65,Terdal,ICIC0006500,ICIC0006500000
66,2,BAGALKOTE,5,Bagalkote,IDBI BANK,66,BAGALKOT BRANCH,IBKL0001071,IBKL0001071000
67,2,BAGALKOTE,1,Jamakhandi,IDBI BANK,67,Jamkhandi,IBKL0001797,IBKL0001797000
68,2,BAGALKOTE,3,Mudhol,IDBI BANK,68,MUDDAPPUR,IBKL0001035,IBKL0001035000
69,2,BAGALKOTE,3,Mudhol,IDBI BANK,69,MUDHOL,IBKL0001437,IBKL0001437000
70,2,BAGALKOTE,3,Mudhol,INDIAN BANK,70,HALAGALLI,IDIB000H016,IDIB000H016000
71,2,BAGALKOTE,5,Bagalkote,Indian Overseas Bank,71,BAGALKOT,IOBA0002407,IOBA0002407000
72,2,BAGALKOTE,3,Mudhol,Indian Overseas Bank,72,Mahalingpur,IOBA0003053,IOBA0003053000
73,2,BAGALKOTE,3,Mudhol,Indian Overseas Bank,73,Mudhol,IOBA0002295,IOBA0002295000
84,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,84,AIHOLE,KVGB0001301,KVGB0001301000
85,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,85,ALAGUR,KVGB0001401,KVGB0001401000
86,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,86,AMALAZARI,KVGB0001201,KVGB0001201000
87,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,87,AMINGAD,KVGB0001311,KVGB0001311000
88,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,88,ANAGAWADI,KVGB0001202,KVGB0001202000
89,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,89,ANWAL,KVGB0001107,KVGB0001107000
90,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,90,BADAMI,KVGB0001001,KVGB0001001000
91,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,91,BAGALAKOT,KVGB0001101,KVGB0001101000
92,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,92,BANAHATTI,KVGB0001402,KVGB0001402000
93,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,93,BELAGALI,KVGB0001501,KVGB0001501000
94,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,94,BELUR,KVGB0001002,KVGB0001002000
95,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,95,BENAKATTI,KVGB0001102,KVGB0001102000
96,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,96,BHANTANUR,KVGB0001108,KVGB0001108000
97,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,97,BIDARI,KVGB0001403,KVGB0001403000
98,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,98,BILAGI,KVGB0001203,KVGB0001203000
99,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,99,CHIMMAD,KVGB0001416,KVGB0001416000
100,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,100,CHINCHAKHANDI KD,KVGB0001502,KVGB0001502000
101,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,101,CHITTARAGI,KVGB0001302,KVGB0001302000
102,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,102,CHOLACHAGUDDA,KVGB0001003,KVGB0001003000
103,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,103,DHANNUR,KVGB0001303,KVGB0001303000
104,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,104,GADDANAKERI,KVGB0001103,KVGB0001103000
105,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,105,GANGIHAL,KVGB0001304,KVGB0001304000
106,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,106,GOTHE,KVGB0001404,KVGB0001404000
107,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,107,GULEDGUDDA3,KVGB0001009,KVGB0001009000
108,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,108,HALINGALI,KVGB0001405,KVGB0001405000
109,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,109,HEBBALLI,KVGB0001004,KVGB0001004000
110,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,110,HIPPARAGI,KVGB0001406,KVGB0001406000
111,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,111,HIRE PADASALAGI,KVGB0001407,KVGB0001407000
112,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,112,HOSAKOTI  Bgkt,KVGB0001503,KVGB0001503000
113,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,113,HUNAGUND,KVGB0001305,KVGB0001305000
114,2,BAGALKOTE,8,Ilkal,KARNATAKA VIKAS GRAMEENA BANK,114,ILKAL,KVGB0001308,KVGB0001308000
115,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,115,JAKANUR,KVGB0001408,KVGB0001408000
116,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,116,JAMKHANDI,KVGB0001409,KVGB0001409000
117,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,117,JANAMATTI,KVGB0001207,KVGB0001207000
118,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,118,KAGALGOMBA,KVGB0001010,KVGB0001010000
119,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,119,KALADAGI,KVGB0001106,KVGB0001106000
120,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,120,KAMATAGI,KVGB0001310,KVGB0001310000
121,2,BAGALKOTE,8,Ilkal,KARNATAKA VIKAS GRAMEENA BANK,121,KANDAGAL,KVGB0001306,KVGB0001306000
122,2,BAGALKOTE,7,GULEDAGUDDA,KARNATAKA VIKAS GRAMEENA BANK,122,KATAGERI,KVGB0001005,KVGB0001005000
123,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,123,KATARAKI,KVGB0001204,KVGB0001204000
124,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,124,KERUR,KVGB0001012,KVGB0001012000
125,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,125,KONNUR,KVGB0001410,KVGB0001410000
126,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,126,KUDALASANGAM,KVGB0001309,KVGB0001309000
127,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,127,KULAGERI CROSS,KVGB0001013,KVGB0001013000
128,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,128,KULAHALLI,KVGB0001414,KVGB0001414000
129,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,129,KUNCHANUR CIRCLE,KVGB0001417,KVGB0001417000
130,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,130,LINGNUR,KVGB0001415,KVGB0001415000
131,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,131,LOKAPUR,KVGB0001512,KVGB0001512000
132,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,132,MACHAKANUR,KVGB0001504,KVGB0001504000
133,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,133,MADHABHAVI,KVGB0001515,KVGB0001515000
134,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,134,MAHALINGAPUR,KVGB0001505,KVGB0001505000
135,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,135,MALALI,KVGB0001514,KVGB0001514000
136,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,136,MUDDAPUR,KVGB0001506,KVGB0001506000
137,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,137,MUDHOL,KVGB0001507,KVGB0001507000
138,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,138,MUGALAKHOD,KVGB0001508,KVGB0001508000
139,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,139,MUSTIGERI,KVGB0001006,KVGB0001006000
140,2,BAGALKOTE,6,Hungund,KARNATAKA VIKAS GRAMEENA BANK,140,NAGUR,KVGB0001307,KVGB0001307000
141,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,141,NANDIKESHWAR,KVGB0001007,KVGB0001007000
142,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,142,NAVALAGI,KVGB0001411,KVGB0001411000
143,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,143,NAVANAGAR,KVGB0001105,KVGB0001105000
144,2,BAGALKOTE,4,Badami,KARNATAKA VIKAS GRAMEENA BANK,144,NEELAGUND,KVGB0001008,KVGB0001008000
145,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,145,RAMPUR,KVGB0001109,KVGB0001109000
146,2,BAGALKOTE,1,Jamakhandi,KARNATAKA VIKAS GRAMEENA BANK,146,SASALATTI,KVGB0001412,KVGB0001412000
147,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,147,SHIROL,KVGB0001509,KVGB0001509000
148,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,148,SUNAG,KVGB0001205,KVGB0001205000
149,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,149,SUTAGUNDAR,KVGB0001104,KVGB0001104000
150,2,BAGALKOTE,2,Bilagi,KARNATAKA VIKAS GRAMEENA BANK,150,TEGGI,KVGB0001206,KVGB0001206000
151,2,BAGALKOTE,9,RABAKAVI BANAHATTI,KARNATAKA VIKAS GRAMEENA BANK,151,TERDAL,KVGB0001413,KVGB0001413000
152,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,152,TULASIGERI,KVGB0001111,KVGB0001111000
153,2,BAGALKOTE,8,Ilkal,KARNATAKA VIKAS GRAMEENA BANK,153,TUMBA,KVGB0001312,KVGB0001312000
154,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,154,UTTUR,KVGB0001510,KVGB0001510000
155,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,155,VAJRAMATTI,KVGB0001511,KVGB0001511000
156,2,BAGALKOTE,3,Mudhol,KARNATAKA VIKAS GRAMEENA BANK,156,VANTAGODI,KVGB0001513,KVGB0001513000
157,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,157,VIDYAGIRI,KVGB0001110,KVGB0001110000
158,2,BAGALKOTE,5,Bagalkote,KARNATAKA VIKAS GRAMEENA BANK,158,VIDYAGIRI BGK,KVGB0001110,KVGB0001110001
159,2,BAGALKOTE,3,Mudhol,Oriental Bank of Commerce,159,BAGALKOT,ORBC0101784,ORBC0101784000
160,2,BAGALKOTE,5,Bagalkote,PUNJAB NATIONAL BANK,160,BAGALKOT,punb0775900,punb0775900000
161,2,BAGALKOTE,5,Bagalkote,RBL Bank,161,BAGALKOT,RATN0000121,RATN0000121000
162,2,BAGALKOTE,3,Mudhol,RBL Bank,162,MUDHOL,RATN0000124,RATN0000124000
163,2,BAGALKOTE,4,Badami,STATE BANK OF INDIA,163,BADAMI,SBIN0000979,SBIN0000979000
164,2,BAGALKOTE,5,Bagalkote,STATE BANK OF INDIA,164,BAGALKOT,SBIN0000812,SBIN0000812000
165,2,BAGALKOTE,3,Mudhol,STATE BANK OF INDIA,165,BAKSHI ROAD MUDHOL,SBIN0040858,SBIN0040858000
166,2,BAGALKOTE,9,RABAKAVI BANAHATTI,STATE BANK OF INDIA,166,BANHATTI,SBIN0004757,SBIN0004757000
167,2,BAGALKOTE,2,Bilagi,STATE BANK OF INDIA,167,BILGI,SBIN0001314,SBIN0001314000
168,2,BAGALKOTE,2,Bilagi,STATE BANK OF INDIA,168,CHIKKALGUNDI,SBIN0006161,SBIN0006161000
169,2,BAGALKOTE,6,Hungund,STATE BANK OF INDIA,169,HIRESINGANAGUTTI,SBIN0040509,SBIN0040509000
170,2,BAGALKOTE,6,Hungund,STATE BANK OF INDIA,170,HUNGUND,SBIN0001313,SBIN0001313000
171,2,BAGALKOTE,8,Ilkal,STATE BANK OF INDIA,171,ILKAL,SBIN0040312,SBIN0040312000
172,2,BAGALKOTE,4,Badami,STATE BANK OF INDIA,172,JALIHAL,SBIN0007173,SBIN0007173000
173,2,BAGALKOTE,1,Jamakhandi,STATE BANK OF INDIA,173,JAMKHANDI,SBIN0000848,SBIN0000848000
174,2,BAGALKOTE,1,Jamakhandi,STATE BANK OF INDIA,174,JAMKHANDI A.D.B.,SBIN0001661,SBIN0001661000
175,2,BAGALKOTE,2,Bilagi,STATE BANK OF INDIA,175,JAMKHANDI ROAD BILGI,SBIN0040815,SBIN0040815000
176,2,BAGALKOTE,4,Badami,STATE BANK OF INDIA,176,KAKANUR,SBIN0005750,SBIN0005750000
177,2,BAGALKOTE,4,Badami,STATE BANK OF INDIA,177,KERUR,SBIN0011277,SBIN0011277000
178,2,BAGALKOTE,1,Jamakhandi,STATE BANK OF INDIA,178,KESARGOPPA,SBIN0041061,SBIN0041061000
179,2,BAGALKOTE,6,Hungund,STATE BANK OF INDIA,179,KOODAL SANGAM,SBIN0007172,SBIN0007172000
180,2,BAGALKOTE,4,Badami,STATE BANK OF INDIA,180,KULAGERI CROSS,SBIN0040409,SBIN0040409000
181,2,BAGALKOTE,2,Bilagi,STATE BANK OF INDIA,181,KUNDARGI,SBIN0005531,SBIN0005531000
182,2,BAGALKOTE,3,Mudhol,STATE BANK OF INDIA,182,LOKAPUR,SBIN0017866,SBIN0017866000
183,2,BAGALKOTE,3,Mudhol,STATE BANK OF INDIA,183,MANTUR,SBIN0013289,SBIN0013289000
184,2,BAGALKOTE,3,Mudhol,STATE BANK OF INDIA,184,MUDHOL (BIJAPUR),SBIN0000769,SBIN0000769000
185,2,BAGALKOTE,9,RABAKAVI BANAHATTI,STATE BANK OF INDIA,185,MUDHOL ROAD MAHALINGAPUR,SBIN0040642,SBIN0040642000
186,2,BAGALKOTE,6,Hungund,STATE BANK OF INDIA,186,NANDAWADGI,SBIN0020470,SBIN0020470000
187,2,BAGALKOTE,5,Bagalkote,STATE BANK OF INDIA,187,NAVANAGAR,SBIN0004452,SBIN0004452000
188,2,BAGALKOTE,9,RABAKAVI BANAHATTI,STATE BANK OF INDIA,188,RABKAVI,SBIN0040237,SBIN0040237000
189,2,BAGALKOTE,5,Bagalkote,STATE BANK OF INDIA,189,SECTOR 33 NAVANAGAR BAGALKOT,SBIN0040777,SBIN0040777000
190,2,BAGALKOTE,9,RABAKAVI BANAHATTI,STATE BANK OF INDIA,190,TERDAL,SBIN0017865,SBIN0017865000
191,2,BAGALKOTE,5,Bagalkote,STATE BANK OF INDIA,191,VINAYAKNAGAR BAGALKOT,SBIN0040256,SBIN0040256000
192,2,BAGALKOTE,6,Hungund,SYNDICATE BANK,192,AMINGAD,SYNB0000822,SYNB0000822000
193,2,BAGALKOTE,4,Badami,SYNDICATE BANK,193,BADAMI,SYNB0000807,SYNB0000807000
194,2,BAGALKOTE,5,Bagalkote,SYNDICATE BANK,194,BAGALKOT,SYNB0000802,SYNB0000802000
195,2,BAGALKOTE,2,Bilagi,SYNDICATE BANK,195,GALAGALI,SYNB0000819,SYNB0000819000
196,2,BAGALKOTE,6,Hungund,SYNDICATE BANK,196,GUDUR (KAR),SYNB0000814,SYNB0000814000
197,2,BAGALKOTE,7,GULEDAGUDDA,SYNDICATE BANK,197,GULEDGUD,SYNB0000806,SYNB0000806000
198,2,BAGALKOTE,6,Hungund,SYNDICATE BANK,198,HUNGUND,SYNB0000808,SYNB0000808000
199,2,BAGALKOTE,8,Ilkal,SYNDICATE BANK,199,ILKAL,SYNB0000805,SYNB0000805000
200,2,BAGALKOTE,1,Jamakhandi,SYNDICATE BANK,200,JAMAKAND,SYNB0000804,SYNB0000804000
201,2,BAGALKOTE,6,Hungund,SYNDICATE BANK,201,KARADI,SYNB0000865,SYNB0000865000
202,2,BAGALKOTE,4,Badami,SYNDICATE BANK,202,KERUR,SYNB0000816,SYNB0000816000
203,2,BAGALKOTE,8,Ilkal,SYNDICATE BANK,203,MAHALINGAPUR,SYNB0000873,SYNB0000873000
204,2,BAGALKOTE,3,Mudhol,SYNDICATE BANK,204,METGUD,SYNB0000860,SYNB0000860000
205,2,BAGALKOTE,3,Mudhol,SYNDICATE BANK,205,MUDHOL,SYNB0000837,SYNB0000837000
206,2,BAGALKOTE,5,Bagalkote,SYNDICATE BANK,206,NAVANAGAR  BAGALKOT,SYNB0000853,SYNB0000853000
207,2,BAGALKOTE,9,RABAKAVI BANAHATTI,SYNDICATE BANK,207,RABAKAVI,SYNB0000803,SYNB0000803000
208,2,BAGALKOTE,3,Mudhol,SYNDICATE BANK,208,S R CIRCLE MUDHOL,SYNB0000874,SYNB0000874000
209,2,BAGALKOTE,1,Jamakhandi,SYNDICATE BANK,209,SAVALGI,SYNB0000821,SYNB0000821000
210,2,BAGALKOTE,5,Bagalkote,SYNDICATE BANK,210,SHIRUR,SYNB0000823,SYNB0000823000
211,2,BAGALKOTE,6,Hungund,SYNDICATE BANK,211,SULEBHAVI,SYNB0000809,SYNB0000809000
212,2,BAGALKOTE,9,RABAKAVI BANAHATTI,SYNDICATE BANK,212,TERDAL,SYNB0000818,SYNB0000818000
213,2,BAGALKOTE,1,Jamakhandi,SYNDICATE BANK,213,TUNGAL BRANCH,SYNB0000878,SYNB0000878000
214,2,BAGALKOTE,4,Badami,UNION BANK OF INDIA,214,BADAMI,UBIN0537608,UBIN0537608000
215,2,BAGALKOTE,5,Bagalkote,UNION BANK OF INDIA,215,BAGALKOT,UBIN0558281,UBIN0558281000
216,2,BAGALKOTE,4,Badami,UNION BANK OF INDIA,216,GULEDGUD,UBIN0537616,UBIN0537616000
217,2,BAGALKOTE,1,Jamakhandi,UNION BANK OF INDIA,217,JAMKHANDI,UBIN0560065,UBIN0560065000
218,2,BAGALKOTE,3,Mudhol,UNION BANK OF INDIA,218,MUDHOL,UBIN0537624,UBIN0537624000
219,4,GULBARGA,5,Sedam,UNION BANK OF INDIA,219,MUDHOL(KALBURGI),UBIN0576573,UBIN0576573000
220,2,BAGALKOTE,3,Mudhol,UNION BANK OF INDIA,220,SAIDAPUR SAMEERWADI,UBIN0534633,UBIN0534633000
221,2,BAGALKOTE,9,RABAKAVI BANAHATTI,VIJAYA BANK,221,ASANGI,VIJB0001282,VIJB0001282000
222,2,BAGALKOTE,5,Bagalkote,VIJAYA BANK,222,BAGALKOT KARNATAKA,VIJB0001017,VIJB0001017000
223,2,BAGALKOTE,9,RABAKAVI BANAHATTI,VIJAYA BANK,223,BANHATTI,VIJB0001021,VIJB0001021000
224,2,BAGALKOTE,3,Mudhol,VIJAYA BANK,224,CHIKKUR KARNATAKA,VIJB0001483,VIJB0001483000
225,2,BAGALKOTE,9,RABAKAVI BANAHATTI,VIJAYA BANK,225,DAVALESHWAR KARNATAKA,VIJB0001501,VIJB0001501000
226,2,BAGALKOTE,7,GULEDAGUDDA,VIJAYA BANK,226,GULEDGUD,VIJB0001273,VIJB0001273000
227,2,BAGALKOTE,8,Ilkal,VIJAYA BANK,227,ILKAL KARNATAKA,VIJB0001532,VIJB0001532000
