BNK_ID,BNK_BHM_DC_CDE,BNK_BHM_DC_NME,BNK_BHM_TLK_CDE,BNK_BHM_TLK_NME,BNK_NME_EN,BNK_BRNCH_CDE,Bnk_Brnch_Nme_Eng
2104,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2104,BAGGAVALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHANI   
2105,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2105,LINGADAHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2106,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2106,BAVIKERE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2107,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2107,DORANALU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2108,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2108,CHIKKANAVANGALA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2109,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2109,AJJAMPURA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2110,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2110,LAKKAVALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2111,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2111,KARAKUCHCHI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2112,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2112,HUNASAGHATTA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2113,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2113,BUKKAMBUDI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2114,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2114,SHREE REVANASIDDESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA  TAREEKERE  
2115,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2115,KORANAHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2116,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2116,MUDAGODU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2117,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2117,DODDABOKIKERE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2118,17,Chikkamagalur,61,TARIKERE,Chikmangalor DCC Bank Ltd.,2118,SHIVANI RAILVE NILDANA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2119,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2119,CHOWLAHIRIYURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2120,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2120,ANTARAGHATTE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2121,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2121,GIRAYAPURA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2122,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2122,ASANDI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2123,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2123,HIRENALLURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2124,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2124,BISALERE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2125,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2125,PANCHANAHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2126,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2126,SINGATAGERE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2127,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2127,GARJE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2128,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2128,KERESANTE  HEMAGIRI   PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2129,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2129,MARAVANJI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2130,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2130,BEERURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2131,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2131,KADURAHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2132,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2132,MATIGHATTTA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2133,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2133,DEVANURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2134,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2134,ANNIGERE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2135,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2135,NIDAGHATTA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2136,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2136,HULIGERE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2137,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2137,PILLENAHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2138,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2138,SAKHARAYAPATTANA DODDA PRAMANADA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2139,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2139,BANURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2140,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2140,HOGAREHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2141,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2141,S BIDARE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2142,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2142,YAGATI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2143,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2143,KUNKANADU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2144,17,Chikkamagalur,56,KADUR,Chikmangalor DCC Bank Ltd.,2144,SOMANAHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  KADURU  
2145,17,Chikkamagalur,59,NR Pura,Chikmangalor DCC Bank Ltd.,2145,NARASINHARAJAPURA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  
2146,17,Chikkamagalur,59,NR Pura,Chikmangalor DCC Bank Ltd.,2146,MUTTINAKOPPA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2147,17,Chikkamagalur,59,NR Pura,Chikmangalor DCC Bank Ltd.,2147,SEETURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2148,17,Chikkamagalur,59,NR Pura,Chikmangalor DCC Bank Ltd.,2148,BALEHONNURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2149,17,Chikkamagalur,59,NR Pura,Chikmangalor DCC Bank Ltd.,2149,KARKESHVARA  MELPAL   PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2150,17,Chikkamagalur,59,NR Pura,Chikmangalor DCC Bank Ltd.,2150,KANURU PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
2151,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2151,KINNARA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2152,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2152,DEVALAMAKKI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2153,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2153,GOTEGALI BALNI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2154,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2154,HALAGA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2155,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2155,HANAKONA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2156,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2156,MAJALI SEVA SAHAKARI SANGHA NI   
2157,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2157,CHENDIYA SEVA SAHAKARI SANGHA NI   
2158,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2158, AGA SEVA SAHAKARI SANGHA NI   
2159,10,Uttara Kannada,176,KARWAR,North Kanara  DCC Bank Ltd.,2159,AMADALLI SEVA SAHAKARI SANGHA AMADALLI   
2160,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2160,HALIYALA RAITARA SEVA SAHAKARI SANGHA NI   
2161,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2161,TERAGANVA KAMADHENU SEVA SAHAKARI SANGHA NI   
2162,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2162,MADNALLI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2163,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2163,SHREE SATYAPURUSHA SEVA SAHAKARI SANGHA NI   
2164,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2164,BIDROLLI GRUP GRAMAGALA SEVA SAHAKARI SANGHA NI   
2165,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2165,KALPATARU SEVA SAHAKARI SANGHA NI   
2166,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2166,DANDELAPPA SEVA SAHAKARI SANGHA NI   
2167,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2167,GUNDOLLI GRUP GRAMAGALA SEVA SAHAKARI SANGHA NI   
2168,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2168,SOMESHVARA SEVA SAHAKARI SANGHA NI  
2169,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2169,BASAVESHVARA SEVA SAHAKARI SANGHA NI   
2170,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2170,MANGALAVADA SEVA SAHAKARI SANGHA NI   
2171,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2171,NAGASHETIKOPPA CHIBBALAGERI GRUP GRAMAGALA SEVA SAHAKARI SANGHA NI   
2172,10,Uttara Kannada,174,HALIYAL,North Kanara  DCC Bank Ltd.,2172,SHREE CHATRAPATI SHIVAJI SEVA SAHAKARI SANGHA NI   
2173,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2173,AKHETI SEVA SAHAKARI SANGHA NI   
2174,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2174,ASU SEVA SAHAKARI SANGHA NI   
2175,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2175,KSHETRAPALA SEVA SAHAKARA SANGHA NI   
2176,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2176,PRADHANI SEVA SAHAKARA SANGHA NI   
2177,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2177,NANDIGADDA GRAMASEVA SAHAKARA SANGHA NI   
2178,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2178,SUPA SEVA SAHAKARI SANGHA NI   
2179,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2179,JOYIDA SEVA SAHAKARI SANGHA NI   
2180,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2180,ULAVI SEVA SAHAKARI SANGHA NI   
2181,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2181,ADARSHA SEVA SAHAKARI SANGHA NI  JAGALABETA  
2182,10,Uttara Kannada,367,JOIDA,North Kanara  DCC Bank Ltd.,2182,SINGARAGANVA VIVIDODDESHAGALA SAHAKARI SANGHA NI   
2183,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2183,BADA RAITARA SEVA SAHAKARI SANGHA NI   
2184,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2184,KUMATA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2185,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2185,DHARESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2186,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2186,MURURA GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2187,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2187,HIREGUTTI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2188,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2188,GOKARNA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2189,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2189,HANEHALLI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2190,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2190,MIRJANA GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2191,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2191,VALAGALLI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2192,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2192,BARGI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2193,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2193,SANTEGULI SEVA SAHAKARI SANGHA NI   
2194,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2194,UPPINAPATTANA SEVA SAHAKARI SANGHA NI   
2195,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2195,DIVAGI GRAMEENA SEVA SAHAKARI SANGHA NI   
2196,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2196,KUJALLI SEVA SAHAKARI SANGHA NI   
2197,10,Uttara Kannada,177,KUMTA,North Kanara  DCC Bank Ltd.,2197,BARAGADDE SEVA SAHAKARI SANGHA NI   
2198,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2198,BASAGODA RAITARA SEVA SAHAKARI SANGHA NI   
2199,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2199,ANKOLA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2200,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2200,BHAVIKERI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2201,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2201,HARAVADA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2202,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2202,AGASURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2203,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2203,SHIRURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2204,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2204,ANDLE VYAVASAYA SEVA SAHAKARI SANGHA NI   
2205,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2205,BELEKERI SEVA SAHAKARI SANGHA NI   
2206,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2206,HICHKADA SEVA SAHAKARI SANGHA NI   
2207,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2207,HEGARE SEVA SAHAKARI SANGHA NI   
2208,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2208,HILLURA SEVA SAHAKARI SANGHA NI   
2209,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2209,KUNTAGANI SEVA SAHAKARI SANGHA NI   
2210,10,Uttara Kannada,171,ANKOLA,North Kanara  DCC Bank Ltd.,2210,RAMANAGULI SEVA SAHAKARI SANGHA NI   
2211,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2211,HALADEEPURA VYAVASAYA SEVA SAHAKARI BYANK NI   
2212,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2212,VANDURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2213,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2213,KADATOKA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2214,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2214,KHARVA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2215,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2215,JALAVALLI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2216,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2216,MAVINAKURVA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2217,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2217,NAGARABASTIKERI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2218,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2218,KODANI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2219,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2219,BALAKURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2220,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2220,MANKI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2221,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2221,KELAGINURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2222,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2222,KARKI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2223,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2223,HOSAKULI VYAVASAYA SEVA SAHAKARI SANGHA NI   
2224,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2224,SHREE KARIKANA PARAMESHVARI VYAVASAYA SAHAKARI SANGHA NI   
2225,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2225,HADINABALA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2226,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2226,CHIKKANAKODA SEVA SAHAKARI SANGHA NI   
2227,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2227,SURAKATTE SEVA SAHAKARI SANGHA NI   
2228,10,Uttara Kannada,175,HONNAVAR,North Kanara  DCC Bank Ltd.,2228,CHANDAVARA SEVA SAHAKARI SANGHA NI   
2229,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2229,BHATKALA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2230,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2230,KAIKINI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2231,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2231,MURDESHVARA GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2232,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2232,BELKE GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2233,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2233,JALI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2234,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2234,MARUKERI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NI   
2235,10,Uttara Kannada,172,BHATKAL,North Kanara  DCC Bank Ltd.,2235,SHIRALI GRAMEENA SEVA SAHAKARI SANGHA NI   
2236,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2236,DI TOTAGARS RURAL KO-APARETIV AGRIKALCHARAL KREDIT SOSAITI LI  
2237,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2237,KORLAKATTA VYAVASAYA SEVA SAHAKARI BYANK NI   
2238,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2238,BANAVASI VYAVASAYA SEVA SAHAKARI BYANK NI   
2239,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2239,HEEPANAHALLI VYAVASAYA SEVA SAHAKARI BYANK NI   
2240,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2240,BISALAKOPPA VYAVASAYA SEVA SAHAKARI BYANK NI   
2241,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2241,AJJIBALA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2242,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2242,BENGALA GRUP GRAMAGALA SEVA SAHAKARI BYANK  
2243,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2243,HARUGARA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2244,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2244,HEGADEKATTA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI  HEGADEKATTA 
2245,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2245,HULAGOLA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2246,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2246,HULEKAL GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2247,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2247,ITAGULI GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2248,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2248,DHARMA SEVA SAHAKARI BYANKA NI   
2249,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2249,KALANGI GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2250,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2250,KULAVE GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2251,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2251,MUNDAGANAMANE GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2252,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2252,MENASISEEME GRUP GRAMAGALA SEVA SAHAKARI BYANK NI  VANALLI 
2253,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2253,RAGIHOSALLI GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2254,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2254,NAREBAILA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2255,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2255,SALKANI GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2256,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2256,SONDA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2257,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2257,TATTISARA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI   
2258,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2258,UNCHALLI SEVA SAHAKARI BYANK NI   
2259,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2259,SAMPAKHANDA GRUP GRAMAGALA SEVA SAHAKARI BYANK NI  JANMANE 
2260,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2260,BAKKALA GRUP GRAMAGALA VIVIDDODDESHAGALA SAHAKARI BYANK NI   
2261,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2261,KANAGODA GRUP VIVIDHODDESHAGALA SAHAKARA SA0GHA NI YADALLI 
2262,10,Uttara Kannada,180,SIRSI,North Kanara  DCC Bank Ltd.,2262,ANDAGI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
2263,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2263,ANAGODU SEVA SAHAKARI BYANKA NI   
2264,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2264,HASANAGI GRUP GRAMAGALA SEVA SAHAKARI SANGHA NI   
2265,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2265,IDAGUNDI GRUP GRAMAGALA SEVA SAHAKARI SANGHA NI   
2266,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2266,SAHYADRI SEVA SAHAKARI BYANKA NI   
2267,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2267,KIRAVATTI SEVA SAHAKARI BYANKA NI   
2268,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2268,KUNDARAGI SEVA SAHAKARI BYANKA NI   
2269,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2269,MAVINAMANE SEVA SAHAKARI BYANKA NI   
2270,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2270,ADARSHA SEVA SAHAKARI BYANKA NI   
2271,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2271,UMMACHAGI VYAVASAYA SEVA SAHAKARI BYANKA NI   
2272,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2272,HITLALLI DODDA PRAMANADA VYAVASAYA SEVA SAHAKARI BYANKA NI   
2273,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2273,YALLAPURA PRATHAMIKA PATTINA VYAVASAYA SEVA SAHAKARI BYANKA NI   
2274,10,Uttara Kannada,182,YALLAPUR,North Kanara  DCC Bank Ltd.,2274,DEHALLI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
