BNK_ID,BNK_BHM_DC_CDE,BNK_BHM_DC_NME,BNK_BHM_TLK_CDE,BNK_BHM_TLK_NME,BNK_NME_EN,BNK_BRNCH_CDE,Bnk_Brnch_Nme_Eng
690,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,690,KHADAKALATA GRAMA SEVA SAHAKARI SANGHA NI   
691,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,691,JANAVADA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
692,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,692,NAGANURA GRAMA SEVA SAHAKARI SANGHA NI   
693,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,693,JAINAPURA GRAMA SEVA SAHAKARI SANGHA NI   
694,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,694,JAGANURA GRAMA SEVA SAHAKARI SANGHA NI   
695,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,695,NIPPANI GRAMA SEVA SAHAKARI SANGHA NI   
696,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,696,UMARANI GRAMA SEVA SAHAKARI SANGHA NI   
697,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,697,SULAGANVA MATTEVADI GRAMA SEVA SAHAKARI SANGHA NI   
698,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,698,MANGURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
699,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,699,BUDINALA GRAMA SEVA SAHAKARI SANGHA NI   
700,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,700,VADRALA GRAMA SEVA SAHAKARI SANGHA NI   
701,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,701,SHREE HANUMANA VYAVASAYA SEVA SAHAKARI SANGHA NI   
702,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,702,SHREE SIDDESHVARA GRAMA SEVA SAHAKARI SANGHA NI   
703,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,703,SIDNALA GRAMA SEVA SAHAKARI SANGHA NI   
704,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,704,SANKANAVADI VYAVASAYA SEVA SAHAKARI SANGHA NI   
705,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,705,KADAPURA GRAMA SEVA SAHAKARI SANGHA NI   
706,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,706,KHADAKALATA PURVABHAGA VYAVASAYA SEVA SAHAKARA SANGHA NI   
707,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,707,JATRATA GRAMA SEVA SAHAKARI SANGHA NI  JATRATA 
708,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,708,BORAGANVA PURVABHAGA VYAVASAYA SEVA SAHAKARI SANGHA NI  
709,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,709,KISANA VYAVASAYA SEVA SAHAKARI SANGHAÀNI   
710,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,710,MANAKAPURA VYAVASAYA SEVA SAHAKARI SANGHA NI  
711,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,711,KUNGATOLI VYAVASAYA SEVA SAHAKARI SANGHA NI  
712,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,712,VALAKI KRUSHI PATTINA SAHAKARA SANGHA NI   
713,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,713,SHENDURA VYAVASAYA SEVA SAHAKARI SANGHA NI   
714,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,714,JAI KISANA VYAVASAYA SEVA SAHAKARI SANGHA NI  MANJARI 
715,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,715,KARADAGA VYAVASAYA SEVA SAHAKARI SANGHA NI   
716,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,716,JAI KISANA VYAVASAYA SEVA SAHAKARI SANGHA NI  INGALI 
717,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,717,SHREE SHIVABASAVA VYAVASAYA SEVA SAHAKARI SANGHA NI  KUTALI 
718,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,718,SHREE SHIVABASAVA VYAVASAYA SEVA SAHAKARI SANGHA NI  RUPINALA 
719,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,719,JAI KISANA GRAMA SEVA SAHAKARI SANGHA NI  SHIRADAVADA  
720,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,720,SHREE SHIVABASAVA VYAVASAYA SEVA SAHAKARI SANGHA NI  ANKALI 
721,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,721,JAI KISANA VYAVASAYA SEVA SAHAKARI SANGHA NI  HIREKUDI 
722,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,722,SHREE SIDDESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI  CHIÀKKODI  
723,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,723,JAI KISANA GRAMA SEVA SAHAKARI SANGHA NI  DONEVADI  
724,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,724,BORAGANVAVADI VYAVASAYA SEVA SAHAKARI SANGHA NI   
725,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,725,BASAVESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI  KADAPURA 
726,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,726,ALLAMAPRABHU VYAVASAYA SEVA SAHAKARI SANGHA NI   
727,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,727,BASAVESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI  KAROSHI 
728,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,728,MANJARIVADI VYAVASAYA SEVA SAHAKARI SANGHA NI  
729,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,729,BASALINGESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI   
730,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,730,MANAKAPURA GRAMA SEVA SAHAKARA SANGHA NI  
731,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,731,SHREE VRUSHABHARAJA VYAVASAYA SEVA SAHAKARA SANGHA NI   
732,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,732,BENNIHALLI VYAVASAYA SEVA SAHAKARA SANGHA NI   
733,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,733,YAMAGARNI VYAVASAYA SEVA SAHAKARA SANGHA NI   
734,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,734,HANCHINALA K  S  KRUSHI PATTINA SAHAKARA SANGHA NI   
735,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,735,JYOTI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
736,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,736,SHREE BASAVESHVARA VYAVASAYA SEVA SAHAKARA SANGHA NI  GIRAGANVA  
737,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,737,SIDDESHVARA VYAVASAYA SEVA SAHAKARA SANGHA NI  BAMBALAVADA 
738,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,738,BASAVESHVARA VYAVASAYA SEVA SAHAKARA SANGHA NI  MUGALI 
739,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,739,AMBIKA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
740,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,740,SHREE RASAYI BHAIRAVANATHA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
741,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,741,DATTATREYA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
742,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,742,MALLIKARJUNA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  ADI  
743,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,743,SHETAKARI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
744,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,744,DUDAGANGA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
745,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,745,SAHAJATEERTHA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  MANGURA 
746,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,746,SHREE BASAVESHVARA VYAVASAYA SEVA SAHAKARA SANGHA NI  SADALAGA 
747,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,747,SHREE DUDAGANGA VYAVASAYA SEVA SAHAKARA SANGHA NI  SADALAGA 
748,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,748,SHREE BASAVESHVARA VYAVASAYA SEVA SAHAKARA SANGHA NI  KALLOLA 
749,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,749,SHREE BASAVESHVARA VYAVASAYA SEVA SAHAKARA SANGHA NI  NAYINGLAJA 
750,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,750,KALLOLA VYAVASAYA SEVA SAHAKARA SANGHA NI   
751,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,751,SHREE BASAVESHVARA HALASIDDANATHA VYAVASAYA SEVA SAHAKARI SANGHA NI   
752,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,752,SHREE SIDDESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  DONAVADA  
753,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,753,SHREE LAKSHIMEE PRATHAMIKA KRUSHI PATTINA SAHAKARE SANGHA NI  JANAVADA 
754,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,754,JAIKISANA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  SHAMANEVADI 
755,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,755,SHREE BHAVESHVARI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  UMARANI 
756,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,756,VIKASA RATMA VYAVASAYA SEVA SAHAKARA SANGHA NI   
757,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,757,HADANALA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
758,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,758,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  YADURAVADI  
759,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,759,SHREE BIRESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
760,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,760,KADASIDDESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
761,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,761,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  CHIKALAVALA  
762,1,Belgaum,21,CHIKKODI,Belgaum DCC Bank Ltd.,762,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  PATTANAKUDI  
763,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,763,HARUGERI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
764,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,764,MUGALAKHODA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
765,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,765,BUDIHALA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA  BUDIHALA  
766,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,766,BENDAVADA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
767,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,767,SHREE MAHAKALI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
768,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,768,KANKANAVADI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
769,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,769,KUDACHI SSHESHAN PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
770,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,770,SAVASUDDI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
771,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,771,SUTTATTI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
772,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,772,KAPPALAGUDDI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
773,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,773,SAVADATTI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
774,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,774,SHIVAJI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
775,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,775,ALAKHANURA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
776,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,776,ITNALA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
777,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,777,HANDIGUNDA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
778,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,778,GUNDAVADA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
779,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,779,KUDACHI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
780,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,780,KHEMALAPURA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
781,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,781,NASALAPURA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
782,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,782,NANDIKURALI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
783,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,783,SHIRAGURA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
784,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,784,PALABHANVI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
785,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,785,PARAMANANDAVADI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
786,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,786,RAYABAGA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
787,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,787,HIDAKAL PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
788,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,788,ALAGAVADI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
789,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,789,KOLIGUDDA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NIYAMITA   
790,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,790,NIPANALA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
791,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,791,MORABA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
792,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,792,MEKHALI VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
793,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,793,BEKKERI VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
794,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,794,BYAKUDA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
795,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,795,RAYABAGA GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
796,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,796,KATAKABHANVI VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA  KATAKABHANVI  
797,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,797,DIGGEVADI VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
798,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,798,KUDACHI VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
799,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,799,HOSA DIGGEVADI VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
800,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,800,RAYABAGA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
801,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,801,KUDACHI GRAMEENA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
802,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,802,MUGALAKHODA DAKSHINA BHAGA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
803,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,803,JAI HANUMANA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA  KANKANAVADI  
804,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,804,SHREE MAHALAKSHIMEE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  RAYABAGA  
805,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,805,SHREE JAGAJYOTI BASAVESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
806,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,806,SHREE SHYAMA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
807,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,807,SHREE SANGAMESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
808,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,808,SHREE SAGARA PRATHAMIKA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
809,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,809,KARNATAKA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
810,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,810,NASALAPURA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
811,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,811,SUGANDHADEVI GRAMA SEVA SAHAKARI SANGHA NIYAMITA   
812,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,812,BASAVESHVARA GRAMA SEVA SAHAKARI SANGHA NIYAMITA  NANDIKURALI  
813,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,813,SHREE BEERESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
814,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,814,NIDAGUNDI PRATHAMIKA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA   
815,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,815,KHEMALAPURA  DAKSHINA  BHAGA  VYAVASAYA  SEVA  SAHAKARI  ಸಂW NI   
816,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,816,SAGARA VYAVASAYA SEVA SAHAKARI SANGHA NI  
817,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,817,BASAVESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NIYAMITA  JALALAPURA  
818,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,818,YALPARATTI VYAVASAYA SEVA SAHAKARI SANGHA NI   
819,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,819,HARUGERI KRAS VYAVASAYA SEVA SAHAKARI SANGHA NI   
820,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,820,NILAJI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  
821,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,821,KANAKADASA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
822,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,822,JAI HANUMANA VYAVAÀSAYA SEVA SAHAKARI SANGHA NI  NIDUGUNDI 
823,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,823,SHREE KRUSHNA VYAVAÀSAYA SEVA SAHAKARI SANGHA NI   
824,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,824,SHREE KRUSHNA KANAKADASA VYAVAÀSAYA SEVA SAHAKARI SANGHA NI   
825,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,825,JAGAJYOTI BASAVESHVARA VYAVAÀSAYA SEVA SAHAKARI SANGHA NI  KANKANAVADI 
826,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,826,HARANAKODI KRUSHI PATTINA SAHAKARI SANGHA NI   
827,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,827,MURAGENDRA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
828,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,828,BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  BASTAVADA  
829,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,829,LAKSHIMEE PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  ITANALA 
830,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,830,KANKANAVADI DAKSHINABHAGA VYAVAÀSAYA SEVA SAHAKARI SANGHA NI   
831,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,831,BASAVESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI  MANTURA 
832,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,832,SHREE SIDDHESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI  MORABA 
833,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,833,SHREE HANUMANA VYAVASAYA SEVA SAHAKARI SANGHA NI  HIDAKAL 
834,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,834,KARNATAKA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
835,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,835,LAKSHIMEE VYAVASAYA SEVA SAHAKARI SANGHA NI  KUDACHI 
836,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,836,SHREE BASAVESHVARA VYAVASAYA SEVA SAHAKARI SANGHA NI  NILAJI 
837,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,837,KARNATAKA VYAVASAYA SEVA SAHAKARI SANGHA NI  RAYABAGA 
838,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,838,DI SANGOLLI RAYANNA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
839,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,839,VISHVARADHYA KRUSHI PATTINA SAHAKARI SANGHA NI   
840,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,840,KAVERI PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI   
841,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,841,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARI SANGHA NI  CHINCHALI  
842,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,842,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  HUNASHIKUDI  
843,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,843,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI    CHOWGALA TOTA   MORABA  
844,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,844,KRUSHNAMAYI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
845,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,845,SHREE BAIGESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
846,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,846,SHREE BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  HARUGERI  
847,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,847,SHIVASHAKTI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
848,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,848,BASAVESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  JODATTI 
849,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,849,NANDEESHVARA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
850,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,850,YADRANVA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
851,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,851,MAHATMA JOTIBA FULE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
852,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,852,LAKSHIMEE PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  KEMPATTI 
853,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,853,BHEERADI PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI   
854,1,Belgaum,25,RAYABAG,Belgaum DCC Bank Ltd.,854,JYOTIRLINGA PRATHAMIKA KRUSHI PATTINA SAHAKARA SANGHA NI  KEMPATTI  
855,2,Bagalkot,15,HUNGUND,Bagalkot DCC Bank Ltd.,855,ATHANI MAHILA VYAVASAYA SEVA SAHAKARA SANGHA NI   
